organization_id,organization_size,industry,number_of_employees,number_of_endpoints,number_of_servers,cloud_usage_percentage,remote_worker_percentage,critical_asset_count,mfa_coverage,privileged_account_mfa,privileged_access_management,password_policy_score,access_review_frequency_days,least_privilege_enforced,sso_adoption_percentage,asset_inventory_coverage,asset_discovery_frequency_days,data_classification_implemented,critical_asset_identification,endpoint_protection_coverage,firewall_deployment,network_segmentation,encryption_at_rest,encryption_in_transit,security_awareness_training,secure_configuration_baselines,vulnerability_scanning_frequency_days,patch_frequency_days,average_patch_delay,critical_vulnerability_remediation_time,penetration_testing_frequency_months,siem_deployed,soc_coverage_hours,security_monitoring,edr_coverage,automated_alerting,log_retention_days,incident_response_plan,incident_response_testing,dedicated_ir_team,mean_time_to_detect,mean_time_to_respond,backup_frequency_hours,offline_backup,backup_testing_frequency_months,disaster_recovery_plan,recovery_time_objective_hours,recovery_point_objective_hours,vendor_risk_management,third_party_access_controls,supply_chain_monitoring,previous_incidents_count,previous_data_breach,ransomware_history,data_source,risk_score,risk_level,baseline_score
ORG-01523,small,energy,41,50,1,14.3,23.2,2,37.1,False,False,2,108,False,36.6,36.6,46,True,False,48.6,True,True,39.6,53.8,False,True,63,50,49,29,24,True,0,True,31.8,True,141,False,False,False,121.0,92.0,6,False,6,True,41.0,18.0,True,False,False,2,False,False,SYNTHETIC,68.8,High,69.9
ORG-01524,medium,education,595,752,52,70.1,64.0,12,12.1,False,False,2,170,False,59.3,37.9,52,True,True,38.0,True,True,31.9,66.8,True,False,79,60,40,26,12,False,0,False,42.8,False,130,False,False,False,104.0,101.0,12,False,3,True,50.0,18.0,False,False,False,0,False,False,SYNTHETIC,80.0,Critical,71.2
ORG-01525,small,education,14,19,1,46.9,35.0,3,27.4,False,False,2,156,True,20.4,32.8,32,True,False,50.6,True,True,15.5,38.5,False,False,70,41,58,32,6,True,8,True,45.3,False,140,False,False,False,143.0,103.0,24,False,3,True,68.0,10.0,True,True,True,4,False,False,SYNTHETIC,62.4,High,62.5
ORG-01526,small,education,30,35,1,95.0,29.1,3,52.5,False,False,2,165,False,31.6,43.5,42,True,False,32.5,True,True,26.4,48.9,False,True,67,42,43,32,12,False,8,True,40.4,False,128,True,False,True,113.0,99.0,72,False,12,False,62.0,17.0,False,False,False,2,False,True,SYNTHETIC,76.2,Critical,72.8
ORG-01527,medium,technology,401,552,40,64.6,39.2,10,36.1,False,False,2,147,False,18.1,24.8,48,False,False,27.5,True,True,22.8,31.8,False,False,96,45,71,28,12,True,16,True,23.1,False,92,False,False,False,136.0,105.0,6,False,6,False,71.0,22.0,False,False,False,2,False,False,SYNTHETIC,82.0,Critical,76.7
ORG-01528,small,manufacturing,48,66,3,51.1,10.4,4,13.0,False,False,2,149,False,48.8,20.4,47,True,True,43.2,True,True,25.9,68.4,True,False,60,44,59,37,12,False,0,False,38.1,False,181,True,False,False,131.0,55.0,6,False,12,True,44.0,20.0,False,False,False,1,True,False,SYNTHETIC,73.8,High,72.4
ORG-01529,large,government,16916,28587,4766,63.0,28.4,955,90.2,True,True,4,77,True,65.1,82.8,23,True,True,95.4,True,True,99.1,100.0,True,True,9,15,27,1,12,True,24,True,100.0,True,341,True,True,True,25.0,9.0,72,True,1,True,23.0,0.5,True,True,True,0,False,False,SYNTHETIC,8.0,Low,8.5
ORG-01530,medium,retail,708,1089,121,44.0,21.6,25,49.4,False,False,2,137,False,39.8,35.8,42,False,False,49.7,True,False,32.3,37.5,False,False,63,55,72,24,12,True,16,True,26.6,True,134,False,False,False,123.0,85.0,24,True,3,False,55.0,10.0,False,False,False,3,False,False,SYNTHETIC,67.2,High,67.4
ORG-01531,medium,finance,395,670,61,64.6,31.7,14,38.3,False,False,3,131,True,35.4,30.2,31,False,True,70.3,True,False,23.4,74.5,False,True,56,42,62,20,24,True,24,True,25.0,True,196,False,False,False,128.0,51.0,12,False,12,True,25.0,21.0,True,True,False,4,True,True,SYNTHETIC,68.4,High,61.3
ORG-01532,medium,energy,2076,3114,269,34.0,19.2,59,30.9,False,False,2,169,False,18.4,38.7,44,True,False,55.9,True,True,40.7,40.2,False,False,62,49,62,31,12,True,8,True,59.5,False,166,True,True,False,118.0,65.0,72,True,3,False,59.0,13.0,False,True,False,2,True,False,SYNTHETIC,58.5,High,59.1
ORG-01533,medium,healthcare,501,809,92,55.8,22.5,23,23.3,False,False,3,151,True,20.0,34.4,37,True,False,49.4,True,False,31.9,54.4,True,False,59,48,46,21,12,True,24,True,31.0,True,152,False,False,True,148.0,75.0,6,True,12,False,38.0,16.0,False,True,False,3,True,False,SYNTHETIC,57.2,High,57.6
ORG-01534,large,manufacturing,15170,30795,2491,83.3,32.9,500,90.3,True,True,3,122,True,59.5,63.7,30,True,False,73.8,True,False,60.0,64.9,True,False,40,26,50,17,12,False,8,True,71.4,False,271,True,True,True,96.0,48.0,6,False,3,True,27.0,3.0,False,True,False,1,True,False,SYNTHETIC,43.6,Moderate,43.0
ORG-01535,small,technology,23,27,1,63.8,8.7,2,35.3,True,True,4,148,True,70.6,53.0,36,True,True,57.4,True,False,27.3,57.7,False,False,79,53,31,30,12,False,0,False,35.6,False,247,False,False,True,85.0,53.0,12,False,6,False,33.0,18.0,False,True,True,0,False,False,SYNTHETIC,62.4,High,59.5
ORG-01536,small,energy,68,94,6,47.4,34.0,3,32.0,False,False,2,135,True,14.3,45.2,50,False,False,46.1,True,False,35.7,55.3,True,False,70,42,50,36,12,False,0,False,20.5,False,147,False,False,False,143.0,65.0,168,False,3,False,34.0,15.0,False,False,False,1,True,False,SYNTHETIC,81.3,Critical,75.7
ORG-01537,large,finance,8665,20439,3412,66.1,33.8,685,88.8,True,True,5,107,True,77.1,63.4,30,True,False,68.0,True,True,48.1,69.1,True,True,38,25,10,13,12,True,16,True,55.1,True,365,True,True,True,73.0,46.0,12,True,3,False,19.0,11.0,True,True,False,0,False,False,SYNTHETIC,21.1,Low,21.1
ORG-01538,small,healthcare,8,8,1,74.9,20.0,4,35.1,False,False,3,141,True,20.5,43.1,41,True,True,42.0,True,False,18.7,38.5,True,True,75,46,35,22,12,False,8,True,36.7,False,185,False,False,False,156.0,77.0,6,False,6,False,67.0,19.0,True,False,False,2,False,False,SYNTHETIC,66.8,High,67.5
ORG-01539,medium,government,251,434,29,68.1,66.8,9,19.9,False,False,1,150,True,48.5,31.9,35,True,True,33.6,True,True,18.3,51.8,False,True,57,48,31,22,12,False,0,False,42.4,False,213,True,False,True,126.0,72.0,12,True,1,False,30.0,18.0,False,True,False,2,False,False,SYNTHETIC,59.7,High,56.7
ORG-01540,small,manufacturing,32,41,1,47.0,0.0,1,10.9,False,False,1,195,False,0.0,20.0,77,False,False,10.0,True,False,21.0,15.9,False,False,114,67,74,28,24,False,0,False,16.1,False,94,False,False,True,231.0,95.0,12,False,3,False,73.0,18.0,True,False,False,1,False,False,SYNTHETIC,95.0,Critical,86.2
ORG-01541,small,energy,38,41,1,66.0,25.0,7,36.4,False,False,2,149,False,29.0,20.7,52,False,True,60.1,True,False,24.4,57.6,True,True,75,53,52,24,0,False,0,False,54.1,False,159,True,False,False,121.0,51.0,6,False,3,True,41.0,13.0,False,True,False,2,False,False,SYNTHETIC,67.9,High,66.5
ORG-01542,small,healthcare,30,34,2,18.7,29.2,6,46.4,False,False,2,139,False,14.0,45.1,62,False,False,51.5,True,True,23.9,49.5,True,False,66,45,80,26,12,False,0,False,26.7,False,143,False,False,False,153.0,88.0,12,False,6,True,52.0,13.0,False,False,False,2,False,False,SYNTHETIC,77.4,Critical,73.4
ORG-01543,small,finance,40,44,3,65.1,19.0,3,38.6,False,False,3,141,True,35.8,38.0,44,False,True,44.5,True,False,57.9,48.2,True,False,54,49,65,29,6,False,0,False,20.0,False,228,True,False,False,135.0,74.0,12,False,3,False,54.0,8.0,False,False,True,1,True,False,SYNTHETIC,77.5,Critical,69.2
ORG-01544,small,government,38,41,1,82.4,27.0,1,54.5,False,False,3,139,False,52.4,31.5,37,True,False,47.8,True,True,71.9,68.2,True,False,51,42,44,22,0,True,16,True,35.9,True,107,True,False,True,170.0,66.0,72,True,1,True,53.0,19.0,False,False,False,0,False,False,SYNTHETIC,48.4,Moderate,49.7
ORG-01545,small,manufacturing,29,36,1,70.0,34.2,1,0.0,False,False,1,204,False,16.8,20.0,57,True,False,17.5,True,False,23.3,13.1,False,False,83,58,70,29,12,False,8,True,5.7,False,59,False,False,False,138.0,117.0,12,False,12,False,69.0,31.0,False,False,True,5,False,False,SYNTHETIC,100.0,Critical,91.3
ORG-01546,medium,manufacturing,581,834,98,50.6,35.9,24,42.0,False,False,2,143,False,25.0,21.1,42,False,True,62.0,True,True,37.5,35.3,True,False,48,52,51,26,12,False,8,True,26.1,False,160,False,False,False,119.0,82.0,6,False,6,False,52.0,10.0,False,False,False,1,False,False,SYNTHETIC,80.7,Critical,71.6
ORG-01547,medium,technology,441,681,35,61.0,60.3,11,40.0,False,False,4,97,True,80.9,52.3,42,False,True,52.2,True,True,61.7,62.3,True,False,51,42,42,16,12,True,16,True,41.2,False,236,True,True,False,101.0,47.0,12,False,3,True,49.0,17.0,False,True,True,1,False,True,SYNTHETIC,48.9,Moderate,46.2
ORG-01548,small,government,72,96,4,37.3,0.0,2,49.9,False,True,4,137,True,43.5,44.6,42,True,False,50.4,True,False,23.5,65.2,True,True,60,40,30,24,0,True,0,True,39.8,True,245,True,False,False,106.0,54.0,24,True,12,True,38.0,13.0,True,False,False,1,False,False,SYNTHETIC,48.9,Moderate,47.3
ORG-01549,medium,healthcare,257,398,32,45.6,40.4,7,47.2,False,False,3,135,True,43.6,51.7,39,False,True,64.7,True,True,58.0,60.2,True,False,65,44,32,23,12,True,24,True,51.6,True,230,False,False,False,142.0,64.0,6,False,3,False,30.0,9.0,True,True,True,3,False,False,SYNTHETIC,48.7,Moderate,48.5
ORG-01550,small,finance,26,38,2,38.7,41.1,4,45.4,False,False,2,192,False,6.0,27.4,51,False,False,24.5,True,False,0.0,23.9,False,False,79,50,56,25,24,False,8,True,30.9,False,121,False,False,False,186.0,69.0,12,False,6,False,69.0,21.0,False,True,False,1,True,False,SYNTHETIC,78.8,Critical,81.8
ORG-01551,small,energy,23,34,2,77.9,10.8,2,60.1,True,True,3,106,True,49.5,49.8,39,False,True,53.3,True,True,46.6,62.6,True,True,64,38,65,24,12,False,8,True,61.4,False,209,False,False,False,109.0,84.0,12,True,6,True,22.0,16.0,False,True,True,2,False,False,SYNTHETIC,49.1,Moderate,44.4
ORG-01552,medium,manufacturing,1578,2099,223,42.1,32.0,44,59.7,False,True,4,108,False,42.3,62.2,41,True,False,77.1,True,False,66.8,63.5,True,True,56,33,44,13,12,True,8,True,73.3,False,312,True,False,True,57.0,46.0,12,False,6,False,43.0,8.0,False,False,False,0,False,True,SYNTHETIC,50.7,High,52.3
ORG-01553,medium,education,3402,5596,664,82.8,31.7,141,55.9,False,False,3,155,True,42.8,43.3,42,False,True,37.7,True,False,30.9,58.2,True,False,61,35,62,31,12,True,16,True,16.4,True,168,False,False,False,100.0,62.0,6,True,12,True,44.0,15.0,False,False,True,4,False,False,SYNTHETIC,57.5,High,58.9
ORG-01554,large,government,2718,4771,530,81.4,37.2,110,59.8,False,False,3,156,True,42.8,64.3,50,True,False,64.0,True,True,37.9,48.7,False,True,64,31,61,25,12,False,24,True,40.0,False,194,False,False,False,120.0,69.0,24,False,3,True,52.0,10.0,True,False,True,2,True,False,SYNTHETIC,60.5,High,59.8
ORG-01555,large,manufacturing,1309,3117,553,75.1,45.4,113,58.4,False,True,4,53,True,47.5,65.3,24,True,True,77.7,True,False,52.9,81.2,True,True,34,25,31,11,12,True,24,True,75.0,True,321,True,True,True,53.0,46.0,72,True,1,False,9.0,0.5,True,True,True,0,False,False,SYNTHETIC,26.8,Moderate,27.2
ORG-01556,small,energy,96,110,5,68.4,1.6,7,34.9,False,False,3,146,False,31.7,41.2,48,False,False,48.7,True,True,13.0,47.6,True,False,75,54,71,23,0,False,8,True,52.0,False,140,False,False,False,107.0,99.0,12,False,1,True,44.0,13.0,False,True,True,1,True,False,SYNTHETIC,66.1,High,65.2
ORG-01557,small,finance,23,34,1,79.5,47.7,2,41.6,True,True,3,114,True,79.0,57.7,30,True,False,66.0,True,True,67.1,77.1,True,True,33,40,35,7,0,False,0,False,81.2,False,296,False,False,False,27.0,40.0,24,True,3,True,25.0,11.0,True,False,False,0,False,False,SYNTHETIC,38.3,Moderate,36.6
ORG-01558,medium,technology,578,743,80,72.0,50.9,22,71.7,False,False,3,156,False,41.0,45.4,44,False,True,36.1,True,True,42.3,70.8,True,False,38,47,47,19,24,True,8,True,30.2,True,157,False,False,True,128.0,69.0,24,True,3,False,37.0,11.0,False,False,True,1,True,False,SYNTHETIC,53.0,High,52.1
ORG-01559,small,healthcare,55,64,3,51.2,0.0,4,47.4,False,False,2,172,True,34.0,33.8,59,True,True,35.8,False,True,33.5,56.4,False,False,66,45,65,19,12,True,0,True,28.6,True,100,False,False,False,172.0,77.0,24,False,6,False,63.0,20.0,True,False,False,3,False,True,SYNTHETIC,67.8,High,66.3
ORG-01560,small,manufacturing,117,130,7,62.4,34.9,1,0.5,False,False,1,151,False,17.5,20.0,54,False,False,33.0,True,False,17.5,35.7,False,False,77,43,78,28,0,False,0,False,26.3,False,128,False,False,True,127.0,81.0,24,False,0,True,48.0,20.0,False,True,False,2,False,False,SYNTHETIC,90.0,Critical,79.9
ORG-01561,medium,finance,457,778,52,76.2,1.0,13,45.6,True,True,4,90,True,22.3,43.5,47,False,True,72.9,True,False,48.2,54.4,True,False,47,42,24,26,12,True,16,True,40.1,True,232,True,True,True,77.0,67.0,6,False,12,True,17.0,11.0,True,False,False,0,False,False,SYNTHETIC,42.7,Moderate,42.9
ORG-01562,medium,retail,655,1093,81,51.4,7.2,20,56.0,True,True,2,139,True,53.4,58.6,33,False,True,56.2,True,True,56.4,56.0,True,True,67,43,51,20,24,True,24,True,46.2,True,148,True,False,True,109.0,59.0,12,False,6,True,48.0,15.0,True,False,False,1,False,True,SYNTHETIC,44.1,Moderate,44.3
ORG-01563,medium,government,681,1120,91,65.6,49.3,19,37.8,False,False,3,119,True,9.8,42.9,48,False,False,54.6,True,True,3.1,47.2,True,True,52,44,45,25,24,True,8,True,34.1,True,121,False,False,False,108.0,84.0,12,True,12,False,53.0,17.0,False,False,True,1,False,False,SYNTHETIC,59.1,High,59.6
ORG-01564,small,government,37,55,4,43.3,13.5,7,10.9,False,False,2,162,False,3.9,33.6,58,False,False,21.0,True,False,24.1,38.1,False,False,74,48,61,30,12,False,0,False,28.2,False,119,False,False,False,190.0,115.0,12,False,6,False,59.0,19.0,False,False,False,1,False,False,SYNTHETIC,100.0,Critical,87.6
ORG-01565,medium,technology,1506,2198,146,45.1,35.1,30,47.9,False,False,3,145,False,17.5,53.6,31,True,False,50.4,True,True,19.2,56.5,False,False,53,35,42,21,6,True,8,True,45.5,True,255,True,True,False,115.0,102.0,12,True,6,False,25.0,16.0,False,False,False,2,True,False,SYNTHETIC,54.9,High,54.9
ORG-01566,medium,energy,182,323,26,71.3,19.7,12,72.6,False,False,3,52,False,57.0,62.2,27,True,True,76.2,True,True,58.7,75.0,True,False,16,24,26,11,24,True,16,True,66.9,True,259,True,True,False,57.0,76.0,6,True,3,False,25.0,7.0,True,True,False,0,False,False,SYNTHETIC,35.1,Moderate,35.3
ORG-01567,small,finance,19,27,1,71.9,0.0,4,72.6,False,False,4,68,True,88.7,67.7,23,False,True,82.3,True,True,81.8,49.8,False,True,31,18,41,11,12,True,0,True,76.9,False,315,True,True,True,85.0,70.0,12,True,1,False,20.0,3.0,False,True,False,1,False,False,SYNTHETIC,36.2,Moderate,36.5
ORG-01568,large,manufacturing,5919,9893,1793,49.7,30.5,363,71.6,True,True,4,74,True,62.1,51.4,30,False,True,77.4,True,True,71.3,77.7,True,True,50,32,19,15,0,True,8,True,52.8,True,277,True,False,True,46.0,36.0,24,True,12,True,27.0,8.0,True,True,True,1,True,False,SYNTHETIC,24.1,Low,23.7
ORG-01569,small,finance,60,89,6,82.8,38.6,6,47.2,True,True,4,89,False,59.5,41.8,28,False,False,48.9,True,True,80.8,70.6,True,True,36,39,34,23,12,False,0,False,62.0,False,280,True,True,True,117.0,62.0,6,True,3,False,33.0,8.0,True,False,True,0,False,False,SYNTHETIC,42.4,Moderate,41.9
ORG-01570,small,government,45,64,2,31.1,59.8,2,40.0,False,False,1,199,True,7.8,20.0,58,False,False,37.0,True,False,10.0,10.0,False,False,87,51,70,31,6,False,0,False,0.0,False,36,False,False,False,183.0,106.0,72,False,3,False,64.0,22.0,False,False,True,1,False,False,SYNTHETIC,85.8,Critical,83.6
ORG-01571,small,energy,12,17,1,100.0,38.1,7,63.3,True,True,4,48,False,72.1,77.6,37,True,True,68.0,True,True,72.4,69.3,True,True,31,13,12,11,12,False,0,False,76.7,False,305,True,True,True,77.0,53.0,6,True,12,True,46.0,12.0,True,True,True,1,True,False,SYNTHETIC,27.8,Moderate,29.4
ORG-01572,large,healthcare,13601,27998,3544,53.5,41.2,710,61.2,True,True,4,134,True,39.8,69.7,24,True,True,54.5,True,False,50.9,69.0,False,False,44,38,47,16,12,True,24,True,64.2,True,257,False,False,False,94.0,67.0,12,True,0,False,12.0,16.0,True,True,True,0,False,False,SYNTHETIC,35.3,Moderate,37.4
ORG-01573,medium,healthcare,1798,2159,249,73.2,4.8,53,28.3,False,False,2,169,False,13.1,27.6,38,True,True,27.0,True,False,31.1,36.7,False,False,58,48,35,33,12,False,0,False,22.9,False,155,True,False,False,131.0,92.0,12,False,0,False,57.0,20.0,False,False,False,3,False,False,SYNTHETIC,80.1,Critical,78.1
ORG-01574,small,government,30,31,1,77.6,39.4,4,22.4,False,False,4,127,True,48.2,40.2,34,True,False,43.4,True,False,56.1,41.2,False,False,44,46,54,26,12,False,8,True,39.4,False,188,True,False,False,125.0,60.0,6,False,3,True,51.0,11.0,True,False,False,1,False,False,SYNTHETIC,68.2,High,66.6
ORG-01575,small,healthcare,16,17,1,43.0,1.4,3,83.8,True,True,4,74,True,77.3,69.1,15,True,True,65.4,True,True,66.2,76.6,True,False,21,27,21,17,12,True,0,True,63.0,True,275,True,True,True,18.0,42.0,24,True,1,False,8.0,7.0,True,True,True,1,True,False,SYNTHETIC,21.2,Low,21.6
ORG-01576,medium,energy,367,574,64,46.9,33.5,18,87.9,True,True,3,81,True,48.3,76.3,13,True,True,88.9,True,True,91.7,90.4,True,False,33,20,23,10,6,True,8,True,70.0,True,329,True,True,True,20.0,45.0,6,True,6,True,28.0,8.0,True,True,True,0,False,False,SYNTHETIC,14.8,Low,16.7
ORG-01577,small,finance,14,17,1,60.0,42.8,1,43.5,False,False,3,189,False,60.6,32.6,52,True,False,41.6,True,False,1.4,28.8,False,True,65,62,54,20,6,False,8,True,23.4,False,170,True,True,False,128.0,82.0,1,False,6,False,49.0,21.0,False,True,False,4,True,False,SYNTHETIC,79.7,Critical,72.7
ORG-01578,medium,finance,333,445,48,29.7,22.7,9,72.7,True,True,3,104,True,38.2,56.8,32,False,True,70.6,True,True,35.3,63.9,False,False,66,41,47,17,12,True,8,True,37.8,True,187,True,True,True,116.0,80.0,12,True,6,False,30.0,3.0,True,False,False,1,False,False,SYNTHETIC,37.0,Moderate,37.6
ORG-01579,small,healthcare,4,4,1,37.9,8.7,4,7.1,False,False,1,212,False,24.1,20.0,67,False,False,18.1,True,False,14.7,15.6,False,False,102,67,73,35,12,False,24,True,9.4,False,26,False,False,False,191.0,129.0,12,False,3,True,68.0,24.0,False,False,False,5,True,False,SYNTHETIC,100.0,Critical,86.0
ORG-01580,medium,energy,911,1454,172,19.1,66.0,35,67.5,False,False,3,108,False,67.2,58.3,18,True,True,77.9,True,True,39.5,48.4,True,False,39,41,54,21,6,True,24,True,36.7,True,203,True,False,True,110.0,62.0,12,True,0,False,49.0,14.0,False,False,False,0,False,False,SYNTHETIC,44.2,Moderate,46.1
ORG-01581,large,retail,6064,11027,1243,37.2,44.6,249,69.6,True,True,4,54,True,69.2,70.1,38,True,True,92.5,True,True,92.6,87.8,True,True,30,16,18,9,12,True,24,True,63.3,True,324,True,True,True,71.0,40.0,6,True,12,True,18.0,11.0,True,True,True,0,False,False,SYNTHETIC,18.9,Low,17.6
ORG-01582,medium,government,1849,2782,322,23.8,35.5,67,18.6,False,False,1,199,False,10.1,20.0,66,False,False,10.8,True,False,22.6,15.3,False,False,76,54,48,35,12,False,0,False,17.8,False,105,False,False,False,215.0,107.0,168,False,0,False,68.0,31.0,False,False,False,4,False,False,SYNTHETIC,98.8,Critical,87.5
ORG-01583,small,manufacturing,46,56,2,29.7,65.5,1,0.0,False,False,1,189,False,10.7,20.0,72,False,False,13.9,True,False,8.8,10.0,False,False,93,63,87,41,12,False,8,True,6.7,False,39,False,False,False,178.0,107.0,12,True,3,False,62.0,12.0,False,False,True,2,False,False,SYNTHETIC,86.5,Critical,83.2
ORG-01584,medium,finance,1360,2027,230,51.7,31.5,48,62.4,False,False,2,112,True,46.7,32.2,36,False,False,44.7,True,False,30.8,57.8,True,False,41,33,15,21,12,True,16,True,41.5,True,226,True,True,False,95.0,74.0,24,True,6,True,58.0,7.0,False,True,True,1,True,False,SYNTHETIC,48.5,Moderate,45.0
ORG-01585,small,education,14,20,1,46.1,27.1,5,18.9,False,False,1,169,False,8.8,20.0,67,False,False,13.4,True,False,0.0,14.2,False,False,81,62,69,37,0,False,0,False,3.5,False,64,False,False,True,158.0,115.0,12,False,1,False,65.0,20.0,False,False,False,1,False,True,SYNTHETIC,100.0,Critical,87.9
ORG-01586,small,education,42,62,4,94.4,50.9,2,16.5,False,False,2,202,False,0.9,20.0,43,False,False,35.7,True,False,10.4,18.9,False,False,81,59,69,34,6,False,0,False,19.6,False,109,False,False,False,179.0,98.0,168,False,6,False,51.0,15.0,False,False,False,4,True,False,SYNTHETIC,100.0,Critical,87.3
ORG-01587,small,retail,24,34,2,95.5,10.3,1,0.0,False,False,1,185,True,14.7,20.0,69,True,False,10.0,False,False,18.6,20.9,False,False,83,51,70,38,24,False,0,False,0.0,False,67,False,False,False,174.0,88.0,6,False,12,False,57.0,28.0,False,False,False,7,True,False,SYNTHETIC,100.0,Critical,92.6
ORG-01588,large,manufacturing,4715,10669,1102,84.7,83.4,222,80.0,True,True,4,53,False,78.5,71.8,23,True,True,95.5,True,True,75.8,70.3,True,True,30,22,37,11,6,True,24,True,71.5,False,322,True,True,True,9.0,48.0,12,False,3,True,29.0,17.0,True,True,True,2,True,False,SYNTHETIC,25.1,Moderate,25.8
ORG-01589,medium,healthcare,413,607,59,57.6,35.4,15,59.1,True,True,3,117,True,46.2,70.2,23,True,True,100.0,True,True,62.3,63.6,True,True,34,16,31,13,12,True,8,True,65.6,False,348,True,False,True,60.0,37.0,24,False,3,True,21.0,9.0,True,True,True,0,False,False,SYNTHETIC,29.0,Moderate,29.4
ORG-01590,medium,energy,832,1322,129,59.1,68.2,28,72.5,True,True,4,51,True,53.3,72.8,17,True,True,90.3,True,True,94.3,88.2,True,True,27,18,24,15,6,True,0,True,55.4,True,312,True,True,True,29.0,25.0,12,True,6,False,29.0,17.0,True,False,True,1,False,False,SYNTHETIC,23.8,Low,24.6
ORG-01591,medium,healthcare,1538,2426,121,84.9,57.3,26,85.9,True,True,4,69,True,71.6,82.2,12,True,True,72.9,False,True,69.6,80.5,True,True,40,24,7,13,0,True,16,True,66.4,True,319,True,True,True,13.0,25.0,1,True,3,True,27.0,8.0,True,True,False,1,True,False,SYNTHETIC,15.7,Low,15.4
ORG-01592,small,education,32,44,2,55.9,0.0,8,0.0,False,False,1,187,False,17.2,20.0,65,False,False,10.0,True,False,14.2,15.1,False,False,98,62,91,47,6,True,0,True,18.1,True,31,False,False,False,194.0,99.0,12,False,0,False,62.0,22.0,False,False,False,4,True,False,SYNTHETIC,97.9,Critical,86.9
ORG-01593,large,technology,2915,5112,692,57.8,37.7,140,75.6,True,True,3,130,True,34.6,34.3,45,False,True,59.5,True,False,42.7,46.2,True,False,48,39,49,20,0,True,24,True,56.9,True,226,True,True,False,126.0,60.0,24,False,1,True,18.0,17.0,True,False,False,0,False,False,SYNTHETIC,39.3,Moderate,41.2
ORG-01594,medium,energy,982,1599,161,50.1,34.3,34,91.1,True,True,3,128,True,48.2,76.2,27,True,True,73.4,True,False,60.5,55.0,True,True,36,22,16,19,6,False,0,False,58.6,False,255,True,False,True,80.0,25.0,24,True,1,False,42.0,12.0,True,True,True,1,True,False,SYNTHETIC,32.3,Moderate,31.8
ORG-01595,small,healthcare,26,31,2,71.3,88.1,3,19.9,False,False,1,178,False,3.4,21.1,59,False,True,27.6,False,False,28.8,35.9,False,True,91,65,97,27,6,True,0,True,18.3,True,114,False,False,False,120.0,103.0,12,False,1,True,75.0,26.0,True,False,False,2,False,False,SYNTHETIC,86.8,Critical,76.3
ORG-01596,small,manufacturing,205,261,20,83.8,45.2,9,9.9,False,False,1,183,False,27.8,22.9,53,True,False,33.8,True,True,0.0,51.7,True,False,70,47,52,25,12,False,0,False,18.1,False,131,False,False,False,151.0,64.0,12,False,3,False,66.0,24.0,True,False,False,8,False,False,SYNTHETIC,90.5,Critical,76.9
ORG-01597,small,finance,10,12,1,72.8,0.0,3,35.1,False,False,3,165,False,22.6,42.4,40,False,True,50.3,True,False,31.7,48.1,True,False,46,37,52,32,6,False,0,False,28.6,False,208,True,True,True,138.0,76.0,24,True,3,False,60.0,21.0,False,False,True,4,False,False,SYNTHETIC,58.7,High,61.1
ORG-01598,small,healthcare,97,119,7,45.0,41.8,8,25.6,False,False,2,194,False,20.4,20.2,67,False,True,25.2,True,False,46.0,31.0,True,False,93,50,73,42,0,False,0,False,0.0,False,49,False,False,True,189.0,97.0,12,True,3,False,51.0,25.0,False,False,False,5,False,False,SYNTHETIC,72.4,High,74.9
ORG-01599,small,government,78,109,6,68.2,11.9,4,34.3,True,True,3,132,True,54.0,55.4,32,False,False,69.3,True,False,56.4,67.6,True,True,59,32,40,16,0,False,0,False,52.7,False,279,False,False,False,86.0,65.0,6,False,12,True,39.0,16.0,True,False,True,1,True,False,SYNTHETIC,54.3,High,55.1
ORG-01600,small,government,34,34,1,76.1,66.7,5,30.2,False,False,2,156,True,45.9,32.1,38,False,False,12.6,True,True,26.6,52.0,False,False,74,45,26,29,0,False,8,True,19.1,False,132,False,False,False,122.0,68.0,6,True,6,True,46.0,18.0,False,True,False,0,False,False,SYNTHETIC,62.3,High,62.1
ORG-01601,small,retail,168,215,6,57.3,23.7,2,44.9,True,True,2,120,False,65.2,57.7,39,True,False,61.8,True,True,27.6,60.6,True,False,37,35,47,20,12,False,0,False,38.4,False,215,True,True,False,87.0,66.0,12,False,12,False,23.0,12.0,False,True,True,2,False,True,SYNTHETIC,58.6,High,56.5
ORG-01602,large,government,10717,17313,2832,68.9,61.3,571,50.5,True,True,4,68,True,67.0,85.9,27,False,True,87.5,True,True,36.8,71.4,True,True,38,19,26,24,12,True,24,True,56.8,True,282,True,True,True,73.0,72.0,12,True,3,True,29.0,10.0,False,False,False,0,False,False,SYNTHETIC,28.7,Moderate,29.4
ORG-01603,small,energy,28,36,1,35.8,5.5,4,53.4,False,False,2,120,False,69.0,31.1,49,False,False,40.4,False,True,61.6,35.2,True,True,63,35,54,22,12,False,16,True,26.3,False,142,False,False,False,134.0,54.0,12,False,3,False,53.0,21.0,True,True,False,0,False,True,SYNTHETIC,73.3,High,65.2
ORG-01604,large,healthcare,3253,8040,1349,56.8,66.6,271,100.0,True,True,5,49,True,92.2,59.2,12,True,True,100.0,True,True,83.5,96.3,True,True,24,11,16,4,6,True,0,True,83.1,True,381,True,True,True,9.0,1.0,12,True,6,True,1.0,3.0,True,True,True,0,False,False,SYNTHETIC,11.5,Low,10.1
